Airport.Code,City,State,Airport,Month,MonthNumber,Quarter,Year,Date,Carrier Delays Count,Late Aircraft Delays Count,National Aviation System Delays Count,Security Delays Count,Weather Delays Count,Carriers.Total,Flights Cancelled Count,Flights Delayed Count,Flights Diverted Count,Flights On Time Count,Flights Total Count,Minutes Delayed Carrier,Minutes Delayed Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed Security,Minutes Delayed Weather,Minutes Delayed Total
PHX,Phoenix, AZ, Phoenix Sky Harbor International,May,5,Q2,2010,40299,558,859,646,4,46,14,112,2113,6,13188,15419,28969,47883,18429,83,2991,98355
SAN,San Diego, CA, San Diego International,May,5,Q2,2010,40299,370,496,291,0,27,14,54,1185,7,5707,6953,16514,26802,9374,15,2193,54898
SEA,Seattle, WA, Seattle/Tacoma International,May,5,Q2,2010,40299,328,298,236,2,35,12,23,900,9,7468,8400,18720,19713,7433,60,2375,48301
SFO,San Francisco, CA, San Francisco International,May,5,Q2,2010,40299,494,804,1645,4,61,13,197,3008,19,8514,11738,31498,58924,98316,102,5678,194518
SLC,Salt Lake City, UT, Salt Lake City International,May,5,Q2,2010,40299,429,561,420,6,15,12,75,1430,7,8765,10277,23407,31359,12189,186,1030,68171
TPA,Tampa, FL, Tampa International,May,5,Q2,2010,40299,283,383,202,3,37,10,34,904,4,5001,5943,15455,21389,7445,58,3191,47538
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,June,6,Q2,2010,40330,1795,2634,3586,10,232,15,491,8254,203,26195,35143,125254,174004,192206,413,20393,512270
BOS,Boston, MA, Logan International,June,6,Q2,2010,40330,508,605,778,3,63,16,157,1955,5,7385,9502,29226,41324,42800,136,5179,118665
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,June,6,Q2,2010,40330,481,883,637,6,120,13,75,2128,23,7312,9538,25512,57782,33043,206,8753,125296
CLT,Charlotte, NC, Charlotte Douglas International,June,6,Q2,2010,40330,432,599,667,4,74,13,99,1775,17,8578,10469,25369,37810,25703,99,4541,93522
DCA,Washington, DC, Ronald Reagan Washington National,June,6,Q2,2010,40330,420,419,609,1,60,13,167,1506,14,4771,6458,22469,25661,27778,50,5383,81341
DEN,Denver, CO, Denver International,June,6,Q2,2010,40330,851,1733,1125,4,110,14,216,3825,116,16287,20444,52525,108796,49047,114,8971,219453
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,June,6,Q2,2010,40330,1106,2020,1349,5,182,14,463,4660,162,17205,22490,80840,122782,58478,180,17777,280057
DTW,Detroit, MI, Detroit Metro Wayne County,June,6,Q2,2010,40330,983,1225,1036,2,113,15,349,3360,47,10086,13842,71440,78854,43108,44,8962,202408
EWR,Newark, NJ, Newark Liberty International,June,6,Q2,2010,40330,382,599,1310,4,57,11,172,2352,50,6964,9538,24875,41108,68593,90,3755,138421
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,June,6,Q2,2010,40330,384,352,213,3,30,9,22,981,4,3820,4827,20098,23956,7868,115,1954,53991
IAD,Washington, DC, Washington Dulles International,June,6,Q2,2010,40330,321,601,357,1,66,13,126,1348,9,5214,6697,23662,49165,18208,23,5443,96501
JFK,New York, NY, John F. Kennedy International,June,6,Q2,2010,40330,594,421,1015,0,55,9,218,2085,31,6801,9135,40166,28341,52885,0,4494,125886
LAS,Las Vegas, NV, McCarran International,June,6,Q2,2010,40330,687,1160,393,3,52,13,63,2291,9,9835,12198,34317,62182,13244,64,3357,113164
LAX,Los Angeles, CA, Los Angeles International,June,6,Q2,2010,40330,996,1320,864,12,105,14,166,3297,14,13743,17220,52745,75954,30873,327,7515,167414
LGA,New York, NY, LaGuardia,June,6,Q2,2010,40330,448,490,851,1,76,15,249,1863,46,6391,8549,28916,31347,45820,31,6009,112123
MCO,Orlando, FL, Orlando International,June,6,Q2,2010,40330,596,809,534,8,68,11,59,2019,14,8395,10487,32122,53056,19906,220,4121,109425
MDW,Chicago, IL, Chicago Midway International,June,6,Q2,2010,40330,376,740,448,5,187,7,21,1756,49,5543,7369,19121,47665,27400,146,19812,114144
MIA,Miami, FL, Miami International,June,6,Q2,2010,40330,403,454,447,1,52,10,135,1355,27,4211,5728,25831,29839,17057,23,3563,76313
MSP,Minneapolis, MN, Minneapolis-St Paul International,June,6,Q2,2010,40330,925,1001,974,5,85,15,207,2989,42,7980,11218,61904,59901,36113,142,6910,164970
ORD,Chicago, IL, Chicago O'Hare International,June,6,Q2,2010,40330,1142,2832,3321,8,186,14,1256,7489,218,17708,26671,86907,212866,254910,214,16556,571453
PDX,Portland, OR, Portland International,June,6,Q2,2010,40330,272,366,225,3,20,11,17,886,5,3850,4758,14242,23402,7783,56,1661,47144
PHL,Philadelphia, PA, Philadelphia International,June,6,Q2,2010,40330,392,452,621,5,75,15,78,1542,22,5826,7468,22020,30214,26457,111,5602,84404
PHX,Phoenix, AZ, Phoenix Sky Harbor International,June,6,Q2,2010,40330,631,901,378,7,68,14,111,1985,6,12910,15012,32683,52174,12502,203,4504,102066
SAN,San Diego, CA, San Diego International,June,6,Q2,2010,40330,433,571,273,1,27,14,54,1304,3,5620,6981,21826,31178,9353,50,1533,63940
SEA,Seattle, WA, Seattle/Tacoma International,June,6,Q2,2010,40330,503,454,494,3,46,12,31,1500,7,7594,9132,24995,28344,16081,60,3592,73072
SFO,San Francisco, CA, San Francisco International,June,6,Q2,2010,40330,593,1048,1648,1,85,13,228,3372,33,8392,12025,37339,76800,113992,42,6729,234902
SLC,Salt Lake City, UT, Salt Lake City International,June,6,Q2,2010,40330,529,721,392,4,30,12,82,1677,6,9217,10982,26291,39797,11917,190,2014,80209
TPA,Tampa, FL, Tampa International,June,6,Q2,2010,40330,377,443,284,3,55,9,28,1161,23,4444,5656,17814,27356,11389,91,3911,60561
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,July,7,Q3,2010,40360,1860,2899,3427,3,259,15,635,8448,136,26855,36074,137354,203919,209457,110,27337,578177
BOS,Boston, MA, Logan International,July,7,Q3,2010,40360,629,739,805,5,77,16,222,2256,10,7504,9992,39119,49917,42582,227,6824,138669
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,July,7,Q3,2010,40360,518,955,722,5,107,13,75,2309,48,7379,9811,27932,61257,36217,346,9645,135397
CLT,Charlotte, NC, Charlotte Douglas International,July,7,Q3,2010,40360,519,653,803,5,68,13,117,2047,37,8599,10800,30978,46404,33701,358,6612,118053
DCA,Washington, DC, Ronald Reagan Washington National,July,7,Q3,2010,40360,411,427,595,3,68,12,218,1502,28,4796,6544,23030,29068,29296,211,5495,87100
DEN,Denver, CO, Denver International,July,7,Q3,2010,40360,896,1635,1267,7,110,14,170,3913,164,17160,21407,49392,96311,51318,170,8765,205956
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,July,7,Q3,2010,40360,1159,1996,1397,6,273,13,360,4829,193,17581,22963,91704,117462,56499,199,19081,284945
DTW,Detroit, MI, Detroit Metro Wayne County,July,7,Q3,2010,40360,1003,1236,989,4,136,15,528,3364,77,10200,14169,69366,77765,48647,233,13050,209061
EWR,Newark, NJ, Newark Liberty International,July,7,Q3,2010,40360,389,765,1529,5,81,12,228,2765,28,6819,9840,27039,54768,101825,239,5600,189471
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,July,7,Q3,2010,40360,420,389,288,5,33,9,34,1135,15,3841,5025,23010,26161,11903,282,1919,63275
IAD,Washington, DC, Washington Dulles International,July,7,Q3,2010,40360,331,469,380,0,60,13,115,1236,26,5623,7000,22154,36117,17903,22,4868,81064
JFK,New York, NY, John F. Kennedy International,July,7,Q3,2010,40360,675,664,1056,2,82,9,204,2476,33,7140,9853,46222,45937,59323,157,7510,159149
LAS,Las Vegas, NV, McCarran International,July,7,Q3,2010,40360,705,1095,378,4,52,13,73,2234,13,10209,12529,34391,56953,13252,207,3228,108031
LAX,Los Angeles, CA, Los Angeles International,July,7,Q3,2010,40360,994,1335,952,15,101,14,157,3396,18,14349,17920,53108,72876,34490,398,5987,166859
LGA,New York, NY, LaGuardia,July,7,Q3,2010,40360,447,540,1102,3,91,15,375,2184,74,5975,8608,27799,37774,68385,100,7985,142043
MCO,Orlando, FL, Orlando International,July,7,Q3,2010,40360,741,922,551,8,62,11,51,2283,17,8613,10964,41388,62326,22831,381,4615,131541
MDW,Chicago, IL, Chicago Midway International,July,7,Q3,2010,40360,419,752,265,6,65,7,19,1507,32,5951,7509,19982,42193,12439,267,5081,79962
MIA,Miami, FL, Miami International,July,7,Q3,2010,40360,414,435,394,4,45,10,75,1293,14,4469,5851,27008,27570,14508,90,2770,71946
MSP,Minneapolis, MN, Minneapolis-St Paul International,July,7,Q3,2010,40360,933,1022,702,5,81,15,241,2741,36,8918,11936,61040,62395,25444,245,6136,155260
ORD,Chicago, IL, Chicago O'Hare International,July,7,Q3,2010,40360,1154,2381,2143,3,181,14,599,5861,139,20982,27581,85520,148124,109241,109,14934,357928
PDX,Portland, OR, Portland International,July,7,Q3,2010,40360,322,356,154,3,25,11,22,860,7,4070,4959,15057,19642,5966,105,1518,42288
PHL,Philadelphia, PA, Philadelphia International,July,7,Q3,2010,40360,396,494,621,8,77,14,106,1601,48,6090,7845,22000,31921,28685,395,6332,89333
PHX,Phoenix, AZ, Phoenix Sky Harbor International,July,7,Q3,2010,40360,622,952,386,8,68,14,138,2034,19,13228,15419,34274,54096,12714,251,4125,105460
SAN,San Diego, CA, San Diego International,July,7,Q3,2010,40360,486,557,221,3,38,14,45,1306,5,5777,7133,25182,28624,7885,111,2002,63804
SEA,Seattle, WA, Seattle/Tacoma International,July,7,Q3,2010,40360,600,523,318,7,43,12,34,1493,10,8136,9673,32209,32419,12090,143,3065,79926
SFO,San Francisco, CA, San Francisco International,July,7,Q3,2010,40360,582,1145,1176,2,68,13,131,2974,18,9328,12451,35892,73240,58021,55,3953,171161
SLC,Salt Lake City, UT, Salt Lake City International,July,7,Q3,2010,40360,574,768,378,3,36,12,80,1757,17,9413,11267,33215,42691,12175,114,1811,90006
TPA,Tampa, FL, Tampa International,July,7,Q3,2010,40360,411,487,265,3,39,9,37,1203,10,4561,5811,20732,30532,10317,90,2633,64304
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,August,8,Q3,2010,40391,1522,2445,3561,5,168,15,451,7704,41,27932,36128,107914,154603,187597,166,15824,466104
BOS,Boston, MA, Logan International,August,8,Q3,2010,40391,497,566,976,3,66,16,138,2108,20,7907,10173,28335,38350,63770,191,5336,135982
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,August,8,Q3,2010,40391,416,759,510,5,63,13,42,1753,16,7856,9667,20210,46635,23752,104,6759,97460
CLT,Charlotte, NC, Charlotte Douglas International,August,8,Q3,2010,40391,483,527,641,3,49,13,113,1702,39,9179,11033,27602,31413,23568,74,3327,85984
